show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,imdb_rating
70118953,Movie,Océans,"Jacques Perrin, Jacques Cluzaud","Pierce Brosnan, Jacques Perrin, Rie Miyazawa, Lancelot Perrin","France, Switzerland, Spain, United States, United Arab Emirates",2009,G,84 min,"Documentaries, International Movies",7.8
80190449,Movie,The Endless,"Justin Benson, Aaron Moorhead","Aaron Moorhead, Justin Benson, Callie Hernandez, Lew Temple, James Jordan, Tate Ellington",United States,2017,TV-MA,112 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers",6.5
80163156,Movie,Jerry Before Seinfeld,Michael Bonfiglio,Jerry Seinfeld,United States,2017,TV-14,62 min,Stand-Up Comedy,7.0
80149143,Movie,Come and Find Me,Zack Whedon,"Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk, Zachary Knighton, Enver Gjokaj, Michael Kopsa, Terry Chen","Canada, United States, United Kingdom",2016,R,112 min,"Dramas, Thrillers",5.7
80987075,Movie,Class Rank,Eric Stoltz,"Olivia Holt, Skyler Gisondo, Kristin Chenoweth, Bruce Dern, Nick Krause, Kathleen Chalfant, Peter Maloney, Rod McLachlan, Hawn Tran, Danni Wang",United States,2018,TV-14,103 min,Comedies,6.4
80192815,Movie,Barbie Dolphin Magic,Conrad Helten,"Erica Lindbeck, Shannon Chan-Kent, Kazumi Evans, Claire Corlett, Ciana Swales, Adrian Petriw, Maryke Hendrikse, Paul Dobson, Garry Chalk",United States,2017,TV-G,64 min,Children & Family Movies,5.6
80066798,Movie,Keith Richards: Under the Influence,Morgan Neville,Keith Richards,United States,2015,TV-PG,82 min,"Documentaries, Music & Musicals",7.1
81147293,Movie,A Haunting at Silver Falls: The Return,Teo Konuralp,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale, Dendrie Taylor, Bryan Chesters, Jennifer Dorogi, Adam Lazarre-White, Nikita Ramsey",United States,2019,TV-14,80 min,"Horror Movies, Independent Movies",3.2
80991316,Movie,Avengement,Jesse V. Johnson,"Scott Adkins, Craig Fairbrass, Thomas Turgoose, Nick Moran, Kierston Wareing, Mark Strange, Leo Gregory, Luke LaFontaine, Beau Fowler, Dan Styles",United Kingdom,2019,TV-MA,88 min,Action & Adventure,6.5
80190588,Movie,Clive Davis: The Soundtrack of Our Lives,Chris Perkel,Clive Davis,United States,2017,TV-14,124 min,"Documentaries, Music & Musicals",7.4
70124316,Movie,Five Elements Ninjas,Cheh Chang,"Tien-chi Cheng, Tien Hsiang Lung, Meng Lo, Michael Chan Wai-Man, Pei Hsi Chen, Li Wang, Ke Chu",Hong Kong,1982,R,104 min,"Action & Adventure, International Movies",7.3
70229037,Movie,Sebastian Maniscalco: What's Wrong with People?,Manny Rodriguez,Sebastian Maniscalco,United States,2012,TV-14,76 min,Stand-Up Comedy,8.1
80037280,Movie,The Witch,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson, Bathsheba Garnett, Sarah Stephens, Julian Richings, Wahab Chaudhry","United Kingdom, Canada, United States",2015,R,92 min,"Horror Movies, Independent Movies",6.9
80058248,Movie,I Am Wrath,Chuck Russell,"John Travolta, Christopher Meloni, Amanda Schull, Sam Trammell, Patrick St. Esprit, Rebecca De Mornay, Asante Jones, Paul Sloan, Luis Da Silva Jr., Jordan Whalen",United States,2016,R,91 min,"Action & Adventure, Dramas",5.4
70307661,Movie,"As Above, So Below",John Erick Dowdle,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, Théo Cholbi, Emy Lévy",United States,2014,R,93 min,"Horror Movies, Thrillers",6.2
70117312,Movie,Scott Pilgrim vs. the World,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Mark Webber, Mae Whitman, Johnny Simmons, Ellen Wong","United States, United Kingdom, Canada, Japan",2010,PG-13,112 min,"Action & Adventure, Comedies, Cult Movies",7.5
80092885,Movie,ARQ,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal","Canada, United States",2016,TV-MA,89 min,"International Movies, Sci-Fi & Fantasy, Thrillers",6.4
80108371,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,Cedric the Entertainer,United States,2016,TV-MA,60 min,Stand-Up Comedy,5.9
81030342,Movie,Los Tigres del Norte at Folsom Prison,Tom Donahue,Los Tigres del Norte,United States,2019,TV-PG,64 min,"Documentaries, International Movies, Music & Musicals",6.9
70054723,Movie,Steal a Pencil for Me,Michèle Ohayon,"Jack Polak, Ina Soep",United States,2006,TV-14,94 min,Documentaries,7.4
81131761,Movie,The Outsider,Timothy Woodward Jr.,"Jon Foo, Trace Adkins, Sean Patrick Flanery, Kaiwi Lyman, Nelli Tsay, Danny Trejo, Mitchell L. Johnson, Philip V. Bruenn",United States,2019,TV-MA,86 min,Movies,7.9
81016326,Movie,Arisan 2,Nia Dinata,"Surya Saputra, Cut Mini Theo, Tora Sudiro",Indonesia,2011,TV-14,113 min,"Comedies, Dramas, International Movies",6.6
80227777,Movie,Cardboard Gangsters,Mark O'Connor,"John Connors, Fionn Walton, Kierston Wareing, Paul Alwright, Ryan Lincoln, Jimmy Smallhorne, Toni O'Rourke, Fionna Hewitt-Twamley, Stephen Clinch, Ciaran McCabe",Ireland,2016,TV-MA,92 min,"Dramas, International Movies",6.4
81018233,Movie,Eeda,Ajithkumar,"Shane Nigaam, Nimisha Sajayan, Manikandan R. Achari, Alencier Ley Lopez, Sujith Sankar, P. Balachandran, Sudhi Koppa",India,2018,TV-14,153 min,"Dramas, International Movies, Romantic Movies",7.2
81016317,Movie,Galih dan Ratna,Lucky Kuswandi,"Refal Hady, Sheryl Sheinafia, Ayu Dyah Pasha, Joko Anwar, Hengky Tarnando, Marissa Anita, Sari Koeswoyo",Indonesia,2017,TV-PG,111 min,"Dramas, International Movies, Romantic Movies",6.6
81016337,Movie,Gie,Riri Riza,"Nicholas Saputra, Sita Nursanti, Lukman Sardi, Indra Birowo, Wulan Guritno, Thomas Nawilis, Tutie Kirana, Robby Tumewu, Jonathan Mulia",Indonesia,2005,TV-14,141 min,"Dramas, International Movies",7.6
81018234,Movie,​Goli Soda 2,Vijay Milton,"Samuthirakani, Bharath Seeni, Vinoth, Esakki Barath, Chemban Vinod Jose, Gautham Menon, Krisha Kurup, Subiksha",India,2018,TV-MA,128 min,"Action & Adventure, Dramas, International Movies",7.3
81018235,Movie,​Maj Rati ​​Keteki,Santwana Bardoloi,"Adil Hussain, Shakil Imtiaz, Mahendra Rabha, Sulakshana Baruah, Rahul Gautam Sarma, Kulada Bhattacharjya, Indu Mohan Das, Moumita Talukdar",India,2017,TV-14,117 min,"Dramas, International Movies",7.1
81018236,Movie,​Mayurakshi,Atanu Ghosh,"Soumitra Chatterjee, Prasenjit Chatterjee, Indrani Haldar, Sudipta Chakraborty, Suman Banerjee, Gargi Roychowdhury",India,2017,TV-14,100 min,"Dramas, International Movies",7.1
81018237,Movie,Red Oleanders Raktokarobi,Amitava Bhattacharya,"Shantilal Mukherjee, Mumtaz Sorcar, Rahul, Koushik Sen, Rajesh Sharma, Debdut Ghosh, Anindya Banerjee, Amitabha Bhattacharjee, Usashi Chakraborty, Dipankar Dey",India,2017,TV-14,112 min,"Dramas, International Movies",7.3
81018238,Movie,Samantaral,Partha Chakraborty,"Riddhi Sen, Parambrata Chatterjee, Soumitra Chatterjee, Aparajita Adhya, Tanusree Chakraborty, Kushal Chakraborty, Anindya Banerjee, Surangana Banerjee",India,2017,TV-MA,110 min,"Dramas, International Movies",7.6
80067522,Movie,First They Killed My Father,Angelina Jolie,"Sreymoch Sareum, Kompheak Phoeung, Socheata Sveng, Dara Heng, Sothea Khoun, Sreyneang Oun, Kimhak Mun, Chenda Run, Nika Sarun, Nita Sarun","Cambodia, United States",2017,TV-MA,137 min,Dramas,7.2
80192149,Movie,Gagarin: First in Space,Pavel Parkhomenko,"Yaroslav Zhalnin, Mikhail Filippov, Olga Ivanova, Vadim Michman, Vladimir Steklov, Viktor Proskurin, Nadezhda Markina, Daniil Vorobyov",Russia,2013,TV-14,108 min,"Dramas, International Movies",6.6
80142637,Movie,Janaan,Azfar Jafri,"Armeena Rana Khan, Bilal Ashraf, Ali Rehman Khan, Hania Aamir, Usman Mukhtar, Nayyar Ejaz",Pakistan,2016,TV-14,132 min,"Comedies, Dramas, International Movies",7.1
80192014,Movie,Larceny,R. Ellis Frazier,"Dolph Lundgren, Corbin Bernsen, Louis Mandylor, Isaac C. Singleton Jr., Jocelyn Osorio, Eddie J. Fernandez, David Fernandez Jr., Mauricio Mendoza, Steven Dell, Luis Gatica","United States, Mexico",2017,TV-14,87 min,Action & Adventure,7.8
80202129,TV Show,The Five,Mark Tonderai,"Tom Cullen, O.T. Fagbenle, Lee Ingleby, Sarah Solemani, Hannah Arterton, Geraldine James, Michael Maloney, Rade Serbedzija, Jonathan Kerrigan, Don Warrington, Sophia La Porta",United Kingdom,2016,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas",7.7
80088910,Movie,Natural Born Pranksters,"Roman Atwood, Ben Pluimer","Roman Atwood, Vitaly Zdorovetskiy, Dennis Roady",United States,2016,R,91 min,Comedies,3.6
70290909,Movie,Sample This,Dan Forrer,Gene Simmons,United States,2012,TV-14,83 min,"Documentaries, Music & Musicals",6.4
80033772,Movie,Cowspiracy: The Sustainability Secret,"Kip Andersen, Keegan Kuhn",Kip Andersen,United States,2014,NR,90 min,Documentaries,8.3
81093951,Movie,Oh! Baby,B. V. Nandini Reddy,"Samantha Ruth Prabhu, Lakshmi, Rajendraprasad, Naga Shourya, Rao Ramesh, Teja Sajja, Pragathi, Jagapathi Babu, Aishwarya, Urvashi",India,2019,TV-14,157 min,"Comedies, International Movies, Music & Musicals",7.4
80238013,Movie,The Crystal Calls Making the Dark Crystal: Age of Resistance,Randall Lobb,"Taron Egerton, Natalie Dormer, Simon Pegg, Jason Isaacs",United States,2019,TV-PG,83 min,"Documentaries, International Movies",7.6
81089941,Movie,We Have Always Lived in the Castle,Stacie Passon,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan, Paula Malcomson, Peter Coonan, Ian Toner, Joanne Crawford",United States,2018,TV-14,95 min,"Dramas, Thrillers",5.6
81000011,Movie,Bangkok Hell,Manop Janjarasskul,"Chalad Na Songkhla, Sahatchai 'Stop' Chumrum, Pornchai Hongrattanaporn, Kongsak Kaenmeepol, Samart Saengsa-Ngiam, Suthpong Kanithanon",Thailand,2002,TV-MA,107 min,"Dramas, International Movies",5.5
80217733,Movie,Bleach,Shinsuke Sato,"Sota Fukushi, Hana Sugisaki, Ryo Yoshizawa, Erina Mano, Yu Koyanagi, Seiichi Tanabe, Taichi Saotome, Miyavi, Masami Nagasawa, Yosuke Eguchi",Japan,2018,TV-14,109 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",8.1
80999985,Movie,Still,"Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon","Mai Charoenpura, Akara Amarttayakul, Supakson Chaimongkol, Kachapa Toncharoen, Wiradit Srimalai, Vasana Chalakorn, Ratchanont Sukpragawp, Arisara Thongborisut",Thailand,2010,TV-MA,100 min,"Horror Movies, International Movies",6.6
80188120,Movie,The Angel,Ariel Vromen,"Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi","Israel, United States",2018,TV-MA,114 min,"Dramas, International Movies, Thrillers",6.6
80164779,Movie,The Land of Steady Habits,Nicole Holofcener,"Ben Mendelsohn, Edie Falco, Connie Britton, Thomas Mann, Bill Camp, Elizabeth Marvel, Charlie Tahan, Michael Gaston, Josh Pais",United States,2018,TV-MA,98 min,"Comedies, Dramas, Independent Movies",6.2
81092328,Movie,American Warfighter,Jerry G. Angelo,"Jerry G. Angelo, Paul Logan, Joshua Santana, Carolina Castro, David Robbins, Michael King, Tom Crisp, Jennifer Marshall, Victoria Clare, Ryan Baumann, Isaac C. Singleton Jr., Said Faraj",United States,2019,TV-MA,106 min,Dramas,4.2
81183572,Movie,Deviant Love,Michael Feifer,"Emma Bell, Nick Ballard, Bradley Bundlie, Gail O'Grady, Corbin Timbrook, Kate Lang Johnson, Robert Adamson, Caia Coley, Alicia James, Sotida Arpon",United States,2019,TV-14,87 min,Thrillers,3.6
81037283,Movie,Head Count,Elle Callahan,"Isaac Jay, Ashleigh Morghan, Bevin Bru, Billy Meade, Hunter Peterson, Chelcie May, Tory Freeth, Michael Herman, Amaka Obiechie, Sam Marra, Cooper Rowe",United States,2018,TV-MA,90 min,"Horror Movies, Independent Movies",5.4
80244973,Movie,"Hello, Privilege. It's Me, Chelsea",Alex Stapleton,Chelsea Handler,United States,2019,TV-MA,65 min,Documentaries,4.1
81132438,Movie,Locked on You,Kıvanç Baruönü,"Ata Demirer, Demet Akbağ, Gonca Vuslateri, İlker Aksum, Tarık Ünlüoğlu, Erkan Can, Hande Dane, Ayten Uncuoğlu, Hakan Salınmış, İştar Gökseven",Turkey,2018,TV-14,105 min,"Comedies, International Movies",6.2
81161230,Movie,Shanghai Fortress,Teng Huatao,"Lu Han, Shu Qi, Shi Liang, Godfrey Gao, Wang Gongliang, Wang Sen, Sun Jialing, Vincent Matile",China,2019,TV-14,107 min,"Dramas, International Movies, Romantic Movies",4.3
81002412,Movie,Tall Girl,Nzingha Stewart,"Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc, Luke Eisner, Clara Wilsey, Anjelika Washington, Rico Paris, Angela Kinsey, Steve Zahn",United States,2019,TV-PG,103 min,"Children & Family Movies, Comedies, Romantic Movies",5.2
81023636,Movie,Time Trap,"Mark Dennis, Ben Foster","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari",United States,2018,TV-14,88 min,"Action & Adventure, Sci-Fi & Fantasy",6.5
80198046,Movie,Ghost of the Mountains,Ben Wallis,Antoine Fuqua,United States,2017,G,78 min,Documentaries,6.8
70267728,Movie,Turbo,David Soren,"Ben Schwartz, Bill Hader, Luis Guzmán, Snoop Dogg, Paul Giamatti, Ryan Reynolds, Maya Rudolph, Ken Jeong, Samuel L. Jackson, Michael Peña, Michelle Rodriguez, Richard Jenkins, Kurtwood Smith, Luis Guzman",United States,2013,PG,96 min,"Children & Family Movies, Comedies",6.4
81001000,Movie,On My Skin,Alessio Cremonini,"Alessandro Borghi, Jasmine Trinca, Milvia Marigliano, Max Tortora",Italy,2018,TV-MA,100 min,"Dramas, International Movies",7.3
80158670,Movie,Jeff Dunham: Relative Disaster,Michael Simon,Jeff Dunham,United States,2017,TV-MA,71 min,Stand-Up Comedy,6.4
80244019,Movie,The Resistance Banker,Joram Lürsen,"Barry Atsma, Jacob Derwig, Pierre Bokma, Jaap Spijkers, Raymond Thiry, Fockeline Ouwerkerk, Matteo van der Grijn, Jochum ten Haaf, Peter Jordan, Götz Schubert",Netherlands,2018,TV-MA,123 min,"Dramas, International Movies",6.9
80162143,Movie,The Forgotten,Oliver Frampton,"Clem Tibber, Elarica Johnson, James Doherty, Shaun Dingwall, Lyndsey Marshal",United Kingdom,2014,TV-MA,89 min,Horror Movies,8.2
81060174,Movie,Bill Burr: Paper Tiger,Mike Binder,Bill Burr,"United States, United Kingdom",2019,TV-MA,67 min,Stand-Up Comedy,8.2
70130445,Movie,Eat Pray Love,Ryan Murphy,"Julia Roberts, James Franco, Javier Bardem, Richard Jenkins, Viola Davis, Billy Crudup, Hadi Subiyanto, Mike O'Malley, Tuva Novotny, Luca Argentero",United States,2010,PG-13,140 min,"Dramas, Romantic Movies",5.8
81001494,Movie,Our Godfather,"Mark Franchetti, Andrew Meier",Tommaso Buscetta,United Kingdom,2019,TV-MA,93 min,"Documentaries, International Movies",6.8
80991570,Movie,"My Teacher, My Obsession",Damián Romay,"Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz",United States,2018,TV-14,86 min,Thrillers,4.4
80184129,Movie,68 Kill,Trent Haaga,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust",United States,2017,R,96 min,"Comedies, Independent Movies, Thrillers",6.0
60000861,Movie,American Psycho,Mary Harron,"Christian Bale, Willem Dafoe, Jared Leto, Reese Witherspoon, Samantha Mathis, Chloë Sevigny, Justin Theroux, Josh Lucas, Matt Ross, Bill Sage, Cara Seymour, Guinevere Turner","United States, Canada",2000,R,102 min,"Comedies, Cult Movies, Dramas",7.6
1151375,Movie,Dante's Peak,Roger Donaldson,"Pierce Brosnan, Linda Hamilton, Elizabeth Hoffman, Jamie Renée Smith, Jeremy Foley, Charles Hallahan, Grant Heslov, Kirk Trutner, Arabella Field, Tzi Ma",United States,1997,PG-13,108 min,Action & Adventure,5.9
80187228,Movie,First Kill,Steven C. Miller,"Hayden Christensen, Bruce Willis, Gethin Anthony, Megan Leonard, Tyler Jon Olson, Shea Buckner, William DeMeo, Magi Avila, Ty Shelton, Christine Dye","United Kingdom, Canada, United States",2017,R,102 min,Action & Adventure,5.0
81031008,Movie,For the Birds,Richard Miron,Kathy Murphy,United States,2018,TV-MA,93 min,Documentaries,8.0
70099119,Movie,Igor,Tony Leondis,"John Cusack, Steve Buscemi, Sean Hayes, Molly Shannon, Eddie Izzard, Jennifer Coolidge, Jay Leno","United States, France",2008,PG,87 min,Children & Family Movies,6.0
70039185,Movie,Just Friends,Roger Kumble,"Anna Faris, Ty Olsson, Julie Hagerty, Amy Smart, Chris Marquette, Fred Ewanuick, Amy Matysio, Chris Klein, Ryan Reynolds, Stephen Root","Germany, United States, Canada",2005,PG-13,94 min,"Comedies, Romantic Movies",6.2
81165769,Movie,Mokalik (Mechanic),Kunle Afolayan,"Tooni Afolayan, Ayo Ogunshina, Dayo Akinpelu, Simi Ogunleye, Femi Adebayo, Lateef Adedimeji, Damilola Ogunsi, Rasaq Olayiwola, Ayo Adesanya, Wale Akorede, Toyosi Benjamin, Hamzat Sherifdeen, Samuel Olasehinde",Nigeria,2019,TV-14,100 min,"Dramas, International Movies",6.5
70056433,Movie,Mr. Woodcock,Craig Gillespie,"Billy Bob Thornton, Seann William Scott, Ethan Suplee, Melissa Sagemiller, Susan Sarandon, Melissa Leo, Bill Macy, Kurt Fuller, Amy Poehler",United States,2007,PG-13,88 min,Comedies,5.1
70113003,Movie,My Sister's Keeper,Nick Cassavetes,"Cameron Diaz, Abigail Breslin, Alec Baldwin, Jason Patric, Sofia Vassilieva, Joan Cusack, Heather Wahlquist, Thomas Dekker, Evan Ellingson, David Thornton",United States,2009,PG-13,109 min,Dramas,7.4
60031232,Movie,Mystic River,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia",2003,R,138 min,"Dramas, Thrillers",7.9
81137482,Movie,Olmo & the Seagull,"Petra Costa, Lea Glob","Olivia Corsini, Sergio Nicolai, Arman Saribekyan, Sylvain Jailloux, Francis Ressort, Pancho Garcia Aguirre, Shaghayegh Beheshti, Elena Bellei, Sébastien Brottet-Michel, Célia Catalifo","Denmark, Brazil, France, Portugal, Sweden",2014,TV-MA,82 min,"Dramas, Independent Movies, International Movies",7.3
70043308,Movie,Open Season,"Roger Allers, Jill Culton","Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton",United States,2006,PG,86 min,"Children & Family Movies, Comedies",6.1
70044697,Movie,Poseidon,Wolfgang Petersen,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez",United States,2006,PG-13,98 min,"Action & Adventure, Dramas",5.7
70105368,Movie,Rachel Getting Married,Jonathan Demme,"Anne Hathaway, Rosemarie DeWitt, Debra Winger, Bill Irwin, Tunde Adebimpe, Mather Zickel, Anna Deavere Smith, Anisa George, Robyn Hitchcock, Sister Carol East, Sebastian Stan",United States,2008,R,113 min,"Dramas, Independent Movies",6.7
81141689,Movie,Spookley the Square Pumpkin,Bernie Denk,"Sonja Ball, Craig Francis, Rick Jones, Michel Perron, Holly Gauthier-Frankel, Norman Groulx, Terrence Scammell, Bruce Dinsmore, Jennifer Seguin",United States,2004,G,47 min,Children & Family Movies,5.0
1008581,Movie,Stripes,Ivan Reitman,"Bill Murray, Harold Ramis, Warren Oates, P.J. Soles, Sean Young, John Candy, John Larroquette, John Voldstad, John Diehl, Lance LeGault, Judge Reinhold",United States,1981,R,106 min,"Classic Movies, Comedies, Cult Movies",6.9
70058023,Movie,Superbad,Greg Mottola,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan",United States,2007,R,113 min,"Comedies, Cult Movies",7.6
81165786,Movie,The Bridge,Kunle Afolayan,"Chidinma Ekile, Ademola Adedoyin, Kunle Afolayan, Zack Orji, Tina Mba, Ayo Akinwale, Akim Mogaji, Ayo Mogaji, Ken Erics",Nigeria,2017,TV-14,119 min,"Dramas, International Movies, Romantic Movies",8.6
81165770,Movie,The CEO,Kunle Afolayan,"Wale Ojo, Jimmy Jean-Louis, Hilda Dokubo, Nico Panagio, Aurélie Eliam, Peter King Nzioki Mwania, Fatym Layachi, Kemi Lala Akindoju, Angélique Kidjo",Nigeria,2016,TV-14,109 min,"Dramas, International Movies, Thrillers",6.2
70043303,Movie,The Lake House,Alejandro Agresti,"Keanu Reeves, Sandra Bullock, Dylan Walsh, Shohreh Aghdashloo, Ebon Moss-Bachrach, Lynn Collins, Willeke van Ammelrooy, Christopher Plummer",United States,2006,PG,98 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",6.8
